label,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Good,0.42125770449638367,-0.0441364049911499,-1.385674238204956,0.9976761937141418,0.43524861335754395,-0.09085425734519958,-1.378369927406311,0.9981938004493713,0.45991620421409607,-0.09428748488426208,-1.3789584636688232,0.9979144930839539,0.48466557264328003,-0.09794649481773376,-1.3799159526824951,0.9976988434791565,0.3728492259979248,-0.08495399355888367,-1.3534917831420898,0.9986407160758972,0.3501509428024292,-0.08313575387001038,-1.3542183637619019,0.9985924363136292,0.32630831003189087,-0.08080074191093445,-1.3550409078598022,0.9987455606460571,0.5263192653656006,-0.09282341599464417,-1.139904499053955,0.9985350370407104,0.31491267681121826,-0.07015326619148254,-1.0577703714370728,0.9994788765907288,0.48169371485710144,-0.01782861351966858,-1.2805464267730713,0.9994577765464783,0.3943469226360321,-0.007309436798095703,-1.2572319507598877,0.9995414018630981,0.7882165908813477,0.036126911640167236,-1.133993148803711,0.9982117414474487,0.25592732429504395,0.1291741132736206,-0.6672574281692505,0.9994055032730103,1.0989480018615723,0.2154729664325714,-1.07620370388031,0.9263512492179871,0.32312750816345215,0.4037909209728241,-0.6022210121154785,0.882128894329071,1.1950603723526,0.2952941656112671,-0.9915758967399597,0.823972761631012,0.15788400173187256,0.647079348564148,-0.7695119380950928,0.7578576803207397,1.2339394092559814,0.31244194507598877,-1.042132019996643,0.6843246817588806,0.08900266885757446,0.69684898853302,-0.7919403314590454,0.6558979153633118,1.2034810781478882,0.2984306812286377,-1.11590576171875,0.7091795206069946,0.08861541748046875,0.6989083886146545,-0.9218705892562866,0.6848384141921997,1.1822543144226074,0.30110564827919006,-1.0236634016036987,0.7321352958679199,0.1183403730392456,0.6848986148834229,-0.8288894891738892,0.7189385890960693,0.9842146635055542,0.4118494391441345,-0.22531059384346008,0.992419421672821,0.6938368082046509,0.4569772481918335,0.22558103501796722,0.9870198965072632,0.9159737229347229,0.6781830787658691,-0.4047709107398987,0.6954441070556641,0.6126981973648071,0.7376732230186462,0.37518924474716187,0.31320619583129883,0.814925491809845,0.8569550514221191,0.605433464050293,0.19997262954711914,0.6795622110366821,0.8113851547241211,1.4170376062393188,0.0962451919913292,0.8324750661849976,0.8640207648277283,0.7252573370933533,0.1912730485200882,0.7282422780990601,0.8076672554016113,1.5290799140930176,0.10850609838962555,0.6938084363937378,0.9893335103988647,0.6421532034873962,0.2046922892332077,0.5739842653274536,0.9179015159606934,1.4918544292449951,0.10601601749658585
Good,0.4664788246154785,-0.052217960357666016,-1.497331976890564,0.9973776340484619,0.4856779873371124,-0.10167855024337769,-1.4820711612701416,0.9979619979858398,0.5138365030288696,-0.10497307777404785,-1.482678771018982,0.9975678324699402,0.5420761108398438,-0.10847717523574829,-1.4837205410003662,0.997297465801239,0.41350066661834717,-0.09655672311782837,-1.4664613008499146,0.998613715171814,0.38643351197242737,-0.09486246109008789,-1.4674180746078491,0.9985978007316589,0.35813480615615845,-0.09267270565032959,-1.4684443473815918,0.9987645149230957,0.5852987766265869,-0.10046559572219849,-1.2088462114334106,0.9980146884918213,0.33738553524017334,-0.07878619432449341,-1.1723194122314453,0.9994268417358398,0.5306395292282104,-0.021515339612960815,-1.3775774240493774,0.9992434978485107,0.4031074643135071,0.00036209821701049805,-1.367397665977478,0.9994742274284363,0.843826174736023,0.04306474328041077,-1.1678979396820068,0.9982686042785645,0.2611437439918518,0.1257198452949524,-0.7733992338180542,0.9995773434638977,1.106755256652832,0.2634286880493164,-1.0830371379852295,0.8731298446655273,0.29992061853408813,0.4107658267021179,-0.6890810132026672,0.8925354480743408,1.1685689687728882,0.3337368369102478,-1.029903531074524,0.7608306407928467,0.12337082624435425,0.6599608659744263,-0.8414998650550842,0.7788175344467163,1.1998488903045654,0.3532068133354187,-1.0978481769561768,0.6260848045349121,0.0648336410522461,0.7217468619346619,-0.8565484881401062,0.68245929479599,1.1733852624893188,0.33140742778778076,-1.164158582687378,0.6548945903778076,0.05904364585876465,0.7303705811500549,-0.9853642582893372,0.7099748253822327,1.1503732204437256,0.33338236808776855,-1.0613789558410645,0.6795482039451599,0.08378744125366211,0.718024730682373,-0.8973482251167297,0.7405608892440796,1.0023753643035889,0.4292263686656952,-0.20896808803081512,0.9948139190673828,0.6902985572814941,0.4528622031211853,0.20942647755146027,0.9892567992210388,0.9139277338981628,0.6854381561279297,-0.34853595495224,0.697848916053772,0.5934183597564697,0.7414186000823975,0.7131004929542542,0.23868876695632935,0.7797328233718872,0.9020130038261414,0.6376898288726807,0.3070638179779053,0.5729768872261047,0.82384192943573,1.8779469728469849,0.10600891709327698,0.7926828265190125,0.9151009321212769,0.7502983808517456,0.27343207597732544,0.6157674789428711,0.8240261077880859,1.998861312866211,0.12023251503705978,0.6429013013839722,1.0571883916854858,0.5600170493125916,0.3135960102081299,0.4407711923122406,0.9377862215042114,1.9080901145935059,0.13267850875854492
Good,0.46945080161094666,-0.05777090787887573,-1.3668601512908936,0.9976782202720642,0.4891013205051422,-0.10980445146560669,-1.3455530405044556,0.9975570440292358,0.517531156539917,-0.11432617902755737,-1.3458448648452759,0.9974783062934875,0.5461902618408203,-0.1190558671951294,-1.3467308282852173,0.9968016147613525,0.4183897078037262,-0.10190987586975098,-1.3185667991638184,0.9981886744499207,0.3916720747947693,-0.099251389503479,-1.31919527053833,0.998337984085083,0.3635249137878418,-0.09604203701019287,-1.3199588060379028,0.9982476234436035,0.5941200256347656,-0.11176055669784546,-1.0801080465316772,0.9976403713226318,0.3465868830680847,-0.08012491464614868,-0.9861534833908081,0.999270498752594,0.5370038747787476,-0.02711784839630127,-1.2547142505645752,0.9992539286613464,0.3935560882091522,-0.010315358638763428,-1.228106141090393,0.9994131326675415,0.8585912585258484,0.0393616259098053,-1.0622925758361816,0.997323215007782,0.2565422058105469,0.13204339146614075,-0.6402955055236816,0.99872225522995,1.151244878768921,0.289889395236969,-1.0273058414459229,0.9027265310287476,0.27501100301742554,0.42778223752975464,-0.5752374529838562,0.8863710165023804,1.3054778575897217,0.3951599895954132,-1.0445961952209473,0.7422579526901245,0.13142883777618408,0.6710677146911621,-0.7274616956710815,0.772787868976593,1.375815987586975,0.42835044860839844,-1.1042734384536743,0.6475225687026978,0.05882120132446289,0.7654775977134705,-0.7078030705451965,0.7137014269828796,1.3462672233581543,0.4080476462841034,-1.1900765895843506,0.6726104021072388,0.09083694219589233,0.7617987394332886,-0.8563087582588196,0.735701322555542,1.3071043491363525,0.4054415822029114,-1.0829674005508423,0.6970085501670837,0.12165176868438721,0.7199148535728455,-0.7877100706100464,0.7483457326889038,1.0192060470581055,0.45793837308883667,-0.21296927332878113,0.9939185380935669,0.7068690657615662,0.503972053527832,0.21336455643177032,0.9824970364570618,1.0131208896636963,0.5986030101776123,-1.4947586059570312,0.8890365362167358,0.6077878475189209,0.7422853708267212,0.061397138983011246,0.4195345640182495,0.7734152674674988,0.869401216506958,-0.637240469455719,0.5211261510848999,0.5865581035614014,0.8112795352935791,1.368772268295288,0.08742138743400574,0.7648956775665283,0.8875908851623535,-0.5233951210975647,0.53140789270401,0.6147786378860474,0.8005727529525757,1.5201722383499146,0.13886460661888123,0.6398168802261353,0.9809815883636475,-0.6013250946998596,0.4417421817779541,0.4969973564147949,0.9179605841636658,1.646099328994751,0.09641436487436295
Good,0.41121071577072144,-0.0272199809551239,-1.5268230438232422,0.9983843564987183,0.4289468228816986,-0.08071020245552063,-1.5349349975585938,0.9983742237091064,0.45564812421798706,-0.08541277050971985,-1.535469651222229,0.9982972741127014,0.48242688179016113,-0.09034940600395203,-1.536308765411377,0.9982388019561768,0.3653562664985657,-0.07270202040672302,-1.4831937551498413,0.9985623955726624,0.34296858310699463,-0.0707484781742096,-1.4837654829025269,0.9985172152519226,0.31918829679489136,-0.06828954815864563,-1.484554648399353,0.9986892342567444,0.5446567535400391,-0.09113696217536926,-1.3502755165100098,0.9987678527832031,0.32625240087509155,-0.062163859605789185,-1.1414029598236084,0.9993236064910889,0.4884360730648041,-0.004175245761871338,-1.4422383308410645,0.999630331993103,0.36557725071907043,0.010925114154815674,-1.3814553022384644,0.9995964169502258,0.8638461828231812,0.05420464277267456,-1.3767048120498657,0.9990265369415283,0.2756708264350891,0.1241941750049591,-0.751961350440979,0.9994776844978333,1.0970573425292969,0.33117714524269104,-1.3818601369857788,0.9781016707420349,0.26975470781326294,0.40425631403923035,-0.5919451713562012,0.9313785433769226,1.0774784088134766,0.5656121969223022,-1.3115097284317017,0.9385966658592224,0.12543493509292603,0.6676568984985352,-0.7400299310684204,0.8632261157035828,1.1027344465255737,0.6339114904403687,-1.4077082872390747,0.8607652187347412,0.02075934410095215,0.7293367385864258,-0.7802608609199524,0.7859177589416504,1.0379071235656738,0.6215901970863342,-1.4627306461334229,0.8728312849998474,0.10207736492156982,0.7425044775009155,-0.9230101704597473,0.8056973218917847,1.0202550888061523,0.6035572290420532,-1.3321093320846558,0.8778426051139832,0.15697556734085083,0.7169744372367859,-0.8025134801864624,0.8160212635993958,1.0281420946121216,0.45837295055389404,-0.24649156630039215,0.9908884763717651,0.7137688994407654,0.4741142690181732,0.24658209085464478,0.984477162361145,0.9524044990539551,0.7175625562667847,-0.6009743213653564,0.6621409058570862,0.552668035030365,0.752985954284668,0.1730308085680008,0.340435266494751,0.8199766874313354,0.884265661239624,0.5694240927696228,0.16289198398590088,0.6394174695014954,0.8475027084350586,1.3073216676712036,0.061896223574876785,0.8412581086158752,0.8882110118865967,0.7108622789382935,0.17618006467819214,0.6980279088020325,0.8405362367630005,1.4338661432266235,0.07237759977579117,0.6642057299613953,1.0211938619613647,0.7051433324813843,0.14928345382213593,0.5275334715843201,0.9772582054138184,1.467144250869751,0.06299532949924469
Good,0.4386869966983795,0.023033320903778076,-1.8011804819107056,0.999480664730072,0.4470774829387665,-0.03510016202926636,-1.818359136581421,0.9990878105163574,0.47460970282554626,-0.041437625885009766,-1.8189208507537842,0.9993299245834351,0.5021486878395081,-0.04797962307929993,-1.81989324092865,0.9988490343093872,0.3800910413265228,-0.02410826086997986,-1.766789197921753,0.9992677569389343,0.35559019446372986,-0.02121111750602722,-1.767559289932251,0.9995168447494507,0.3298211693763733,-0.01780298352241516,-1.768156886100769,0.9993496537208557,0.5585269927978516,-0.05243900418281555,-1.6291849613189697,0.9993427395820618,0.303724467754364,-0.0008339881896972656,-1.42509925365448,0.9997488856315613,0.4618978500366211,0.042819052934646606,-1.7089530229568481,0.9996688365936279,0.37654849886894226,0.06268247961997986,-1.6486598253250122,0.9997110962867737,0.8760027289390564,0.07183569669723511,-1.5494564771652222,0.9991613626480103,0.2693396210670471,0.13829579949378967,-0.9833494424819946,0.9997956156730652,1.2479740381240845,0.27041906118392944,-1.557542085647583,0.9741044044494629,0.2566675543785095,0.4047233462333679,-0.8755506277084351,0.9381842017173767,1.5124691724777222,0.36278828978538513,-1.5895521640777588,0.826479971408844,0.1329561471939087,0.6423671245574951,-1.1036772727966309,0.9459637403488159,1.6113786697387695,0.3891136646270752,-1.6881436109542847,0.6940842866897583,0.04216510057449341,0.6953935623168945,-1.1446502208709717,0.904538631439209,1.5859947204589844,0.36525118350982666,-1.7802751064300537,0.7225474715232849,0.050323426723480225,0.7026089429855347,-1.2670537233352661,0.9130836129188538,1.5390375852584839,0.36257630586624146,-1.6352041959762573,0.742954432964325,0.1160285472869873,0.6799532771110535,-1.1625187397003174,0.9098336696624756,0.9890474081039429,0.4351191818714142,-0.23063474893569946,0.9856703877449036,0.677950382232666,0.45085495710372925,0.23086485266685486,0.9790782332420349,0.8431474566459656,0.6535979509353638,0.10732152312994003,0.7174044847488403,0.6280340552330017,0.7270205616950989,0.951511800289154,0.31237393617630005,0.7981694340705872,0.8811821937561035,1.1788432598114014,0.5401297211647034,0.6193391680717468,0.822493314743042,1.9956719875335693,0.2268933355808258,0.8092958927154541,0.8906533718109131,1.2987523078918457,0.5870567560195923,0.6666780710220337,0.8209692239761353,2.102227210998535,0.25977498292922974,0.6426069736480713,1.001784324645996,1.1374638080596924,0.493038535118103,0.48684394359588623,0.933051586151123,1.9607857465744019,0.2438635677099228
Good,0.4375208020210266,0.010174304246902466,-1.8662755489349365,0.999406099319458,0.4600540101528168,-0.047535985708236694,-1.8726696968078613,0.99935382604599,0.491844117641449,-0.0530722439289093,-1.8731414079666138,0.999258816242218,0.5236339569091797,-0.05881503224372864,-1.873926043510437,0.9992150068283081,0.3836402893066406,-0.03886339068412781,-1.8283709287643433,0.9994890689849854,0.3561781048774719,-0.03664466738700867,-1.8292169570922852,0.9994568228721619,0.3274281620979309,-0.033884793519973755,-1.8300830125808716,0.9995193481445312,0.5936484336853027,-0.06164094805717468,-1.655240535736084,0.9993368983268738,0.3267326354980469,-0.027466028928756714,-1.4875092506408691,0.9997357726097107,0.5241416692733765,0.035126298666000366,-1.7670066356658936,0.9998295307159424,0.3799861967563629,0.04054567217826843,-1.7176079750061035,0.9998334646224976,0.9125665426254272,0.07752186059951782,-1.5928481817245483,0.9991051554679871,0.26774799823760986,0.14043495059013367,-1.054625153541565,0.9996896982192993,1.200141429901123,0.3440397381782532,-1.5898680686950684,0.9770607948303223,0.25783634185791016,0.4072227478027344,-0.9479720592498779,0.9428134560585022,1.2707808017730713,0.5033369064331055,-1.6126145124435425,0.9497032165527344,0.12065213918685913,0.6772913336753845,-1.1607550382614136,0.8862681984901428,1.3196899890899658,0.5474352836608887,-1.714188575744629,0.885714590549469,0.05134850740432739,0.7303767800331116,-1.1999708414077759,0.8115626573562622,1.2613391876220703,0.5302891731262207,-1.7841169834136963,0.8979028463363647,0.03205060958862305,0.7400788068771362,-1.3370107412338257,0.8294151425361633,1.231276512145996,0.5225211977958679,-1.6453408002853394,0.9039072394371033,0.08012634515762329,0.7283090353012085,-1.2215427160263062,0.8392677903175354,1.0426210165023804,0.43524712324142456,-0.22675937414169312,0.9917550086975098,0.7266284227371216,0.467067688703537,0.2274748980998993,0.9822792410850525,0.8784373998641968,0.6446895599365234,-0.7559923529624939,0.6501066088676453,0.5740734338760376,0.7378084659576416,0.3032127320766449,0.22684720158576965,0.8228367567062378,0.8983793258666992,0.23227524757385254,0.2991321086883545,0.6225109100341797,0.8239752054214478,1.5106256008148193,0.061441436409950256,0.8435593247413635,0.9147236347198486,0.3517650067806244,0.3201404809951782,0.6826161742210388,0.8179148435592651,1.6437056064605713,0.09182070195674896,0.6442897319793701,1.0325865745544434,0.2401835024356842,0.2578645348548889,0.49038708209991455,0.9607259035110474,1.6521098613739014,0.06902734190225601
Good,0.4232217073440552,0.011806905269622803,-1.8719112873077393,0.999760091304779,0.4435204863548279,-0.04692581295967102,-1.8671221733093262,0.9996918439865112,0.47524237632751465,-0.05310019850730896,-1.8674038648605347,0.9996528625488281,0.5070080757141113,-0.05950251221656799,-1.8679853677749634,0.9996204376220703,0.3665810823440552,-0.03631463646888733,-1.8290300369262695,0.9997720122337341,0.33907872438430786,-0.03342202305793762,-1.829764485359192,0.9997630715370178,0.31032341718673706,-0.029953092336654663,-1.8305766582489014,0.9997836947441101,0.5781017541885376,-0.06384637951850891,-1.608319640159607,0.9996834993362427,0.3096487522125244,-0.022916942834854126,-1.466644048690796,0.9998868703842163,0.5124387741088867,0.035859495401382446,-1.7593252658843994,0.9999350309371948,0.3764585852622986,0.055482298135757446,-1.7179685831069946,0.9999377727508545,0.9078565835952759,0.07291734218597412,-1.5348256826400757,0.9993672966957092,0.2562611699104309,0.1456705927848816,-1.0535105466842651,0.9998013377189636,1.1833515167236328,0.34490862488746643,-1.5417249202728271,0.9839620590209961,0.25209635496139526,0.44266390800476074,-0.9944394826889038,0.970237672328949,1.203477144241333,0.5234745740890503,-1.569916009902954,0.965162992477417,0.10281866788864136,0.7046617269515991,-1.2723466157913208,0.9341909885406494,1.241018533706665,0.5762054324150085,-1.6707905530929565,0.9190161824226379,0.07682526111602783,0.7864773273468018,-1.326980710029602,0.8861355781555176,1.1753151416778564,0.5590085983276367,-1.7441978454589844,0.9270694255828857,0.05927997827529907,0.7794903516769409,-1.4628491401672363,0.8968865871429443,1.1510980129241943,0.54883873462677,-1.6027714014053345,0.929580807685852,0.09841376543045044,0.7659015655517578,-1.332966685295105,0.8997851610183716,1.0603740215301514,0.44248026609420776,-0.20992642641067505,0.9958949089050293,0.735083818435669,0.4825103282928467,0.2107374519109726,0.9904677271842957,0.9987052083015442,0.603333592414856,-1.2879325151443481,0.7851146459579468,0.5620743632316589,0.7210508584976196,-0.1378546953201294,0.3542792499065399,0.8198394179344177,0.8760123252868652,-0.3290463984012604,0.3801296055316925,0.6211627721786499,0.8103237152099609,1.1779131889343262,0.06613170355558395,0.8352470397949219,0.897909939289093,-0.2057882845401764,0.40227365493774414,0.6760885715484619,0.8013349771499634,1.3298568725585938,0.10713769495487213,0.6603905558586121,1.0367894172668457,-0.2710523307323456,0.3157939016819,0.5100729465484619,0.958275556564331,1.4420957565307617,0.07122959941625595
Good,0.4176538586616516,0.00406995415687561,-1.9318490028381348,0.9994028806686401,0.4350346624851227,-0.05577939748764038,-1.9353351593017578,0.9992125034332275,0.46622413396835327,-0.062030017375946045,-1.9357141256332397,0.9991633892059326,0.49743568897247314,-0.06851685047149658,-1.9363667964935303,0.9990515112876892,0.3598750829696655,-0.04486018419265747,-1.8930386304855347,0.9993993043899536,0.33307063579559326,-0.04196739196777344,-1.8938374519348145,0.9993964433670044,0.3049476742744446,-0.038512468338012695,-1.8947350978851318,0.9994557499885559,0.5693519115447998,-0.07345795631408691,-1.7033882141113281,0.9992558360099792,0.30838221311569214,-0.03264719247817993,-1.540952444076538,0.9997261166572571,0.48969271779060364,0.03295809030532837,-1.827438473701477,0.9998377561569214,0.37554121017456055,0.04469534754753113,-1.7797728776931763,0.9998412132263184,0.9149593710899353,0.06378728151321411,-1.6524475812911987,0.9986554384231567,0.27897751331329346,0.14306610822677612,-1.1284016370773315,0.9996472597122192,1.164254903793335,0.3476930856704712,-1.70240318775177,0.9791168570518494,0.2509814500808716,0.43926820158958435,-1.0617666244506836,0.9615902900695801,1.1739742755889893,0.5612874627113342,-1.6875275373458862,0.9492208361625671,0.09658247232437134,0.7180586457252502,-1.288613200187683,0.9060924053192139,1.209977388381958,0.622733473777771,-1.7905477285385132,0.8791748285293579,0.06343477964401245,0.8085986375808716,-1.341688632965088,0.8382429480552673,1.1430130004882812,0.6092478632926941,-1.8569860458374023,0.8911375999450684,0.09483182430267334,0.8000806570053101,-1.4843389987945557,0.8539063930511475,1.1204744577407837,0.595441997051239,-1.7171437740325928,0.896615207195282,0.15661603212356567,0.771571159362793,-1.3520127534866333,0.8617681264877319,1.069269061088562,0.4332202076911926,-0.21364818513393402,0.9874752163887024,0.7414288520812988,0.4674934148788452,0.21419112384319305,0.9798297882080078,0.9868037104606628,0.6485971212387085,-1.039091944694519,0.6919448971748352,0.5239798426628113,0.7348721027374268,-0.1203082725405693,0.3452940285205841,0.833307147026062,0.8789342641830444,0.010476960800588131,0.2592639923095703,0.6437272429466248,0.8281842470169067,1.0685442686080933,0.06935552507638931,0.8530775904655457,0.8932677507400513,0.14118917286396027,0.27241241931915283,0.7128345966339111,0.8183873891830444,1.203498363494873,0.0938885286450386,0.6573824882507324,1.004302978515625,0.0842440128326416,0.2094353884458542,0.5261338949203491,0.9608073234558105,1.2332500219345093,0.06536990404129028
Good,0.39408332109451294,0.013994455337524414,-1.6773284673690796,0.9985674619674683,0.4036952555179596,-0.039631038904190063,-1.6751632690429688,0.9983539581298828,0.4296914041042328,-0.04560169577598572,-1.6756017208099365,0.9981938004493713,0.45586636662483215,-0.05181559920310974,-1.6763790845870972,0.9979530572891235,0.3409591317176819,-0.029083281755447388,-1.6351802349090576,0.9986864924430847,0.31868380308151245,-0.026370197534561157,-1.6357767581939697,0.9986569881439209,0.29504555463790894,-0.023043900728225708,-1.6366634368896484,0.9987152814865112,0.515648365020752,-0.05911794304847717,-1.4341628551483154,0.9984973669052124,0.2979547381401062,-0.02025279402732849,-1.2784134149551392,0.9994412064552307,0.46528080105781555,0.04485213756561279,-1.570427417755127,0.9996616840362549,0.3660432696342468,0.05240589380264282,-1.525166392326355,0.9996587038040161,0.8588224053382874,0.05601942539215088,-1.3728671073913574,0.9978433847427368,0.2657756805419922,0.15414702892303467,-0.9017685651779175,0.9992172718048096,1.1902803182601929,0.29147040843963623,-1.4075291156768799,0.9655998349189758,0.2565866708755493,0.43253615498542786,-0.8539549708366394,0.9514719843864441,1.316170573234558,0.4495869576931,-1.4129834175109863,0.9136220216751099,0.096546471118927,0.7012044191360474,-1.0886569023132324,0.8768458366394043,1.3774902820587158,0.4928923547267914,-1.4841009378433228,0.8304018974304199,0.071868896484375,0.7867333889007568,-1.1141055822372437,0.8015708923339844,1.3276854753494263,0.48081842064857483,-1.5768767595291138,0.8465688228607178,0.10241758823394775,0.7783229351043701,-1.2565028667449951,0.8186944723129272,1.2971155643463135,0.4750881791114807,-1.4518451690673828,0.8525101542472839,0.15712589025497437,0.7509447336196899,-1.1511038541793823,0.8279405832290649,1.0650542974472046,0.4492831230163574,-0.2175026684999466,0.989759087562561,0.7542880773544312,0.49619078636169434,0.21753226220607758,0.9801343083381653,0.9882716536521912,0.6202853322029114,-1.32960844039917,0.8064897656440735,0.5449942350387573,0.7562312483787537,-0.28234490752220154,0.4548305571079254,0.7925784587860107,0.8586716055870056,-0.33546683192253113,0.2731025218963623,0.6166542768478394,0.8375100493431091,0.9393236041069031,0.06052292510867119,0.798716127872467,0.8727308511734009,-0.2060660868883133,0.30304041504859924,0.66435307264328,0.8261841535568237,1.0833898782730103,0.09750808775424957,0.6537288427352905,1.0048879384994507,-0.2232525497674942,0.22130340337753296,0.5281234979629517,0.9778657555580139,1.1904069185256958,0.05956092104315758
Good,0.42255133390426636,0.019947797060012817,-1.7530550956726074,0.9997797608375549,0.4384288489818573,-0.0358942449092865,-1.756008267402649,0.9997437596321106,0.4666786193847656,-0.04146119952201843,-1.7562766075134277,0.9997077584266663,0.49503353238105774,-0.04727098345756531,-1.7567700147628784,0.9996761083602905,0.3704245686531067,-0.026621192693710327,-1.7142893075942993,0.9998050332069397,0.34636300802230835,-0.024379581212997437,-1.7149853706359863,0.9997996687889099,0.32098788022994995,-0.021554023027420044,-1.7158311605453491,0.9998146891593933,0.5581606030464172,-0.053766340017318726,-1.5365872383117676,0.9997361302375793,0.28652137517929077,-0.019210785627365112,-1.371977686882019,0.9999121427536011,0.47969990968704224,0.05278688669204712,-1.6554182767868042,0.9999483823776245,0.3865344226360321,0.05795562267303467,-1.6073591709136963,0.999954342842102,0.8882611393928528,0.06772375106811523,-1.4701639413833618,0.9995057582855225,0.2737104892730713,0.1574680507183075,-0.9791816473007202,0.9998364448547363,1.196197748184204,0.3303424119949341,-1.5086313486099243,0.9843741059303284,0.24844443798065186,0.4419153928756714,-0.9342585802078247,0.9721988439559937,1.3111848831176758,0.487974613904953,-1.5586445331573486,0.9661061763763428,0.10102725028991699,0.6941823959350586,-1.1824400424957275,0.9371975660324097,1.3728876113891602,0.5302975177764893,-1.642411708831787,0.9222407937049866,0.022127151489257812,0.7704640626907349,-1.2072010040283203,0.8858505487442017,1.3171331882476807,0.5160576105117798,-1.727765679359436,0.9310977458953857,0.053910255432128906,0.7689716815948486,-1.350913166999817,0.8975972533226013,1.283597707748413,0.5105512738227844,-1.5965813398361206,0.9338416457176208,0.14215224981307983,0.7606618404388428,-1.2443591356277466,0.902765691280365,1.053619623184204,0.4327268898487091,-0.20787501335144043,0.9973480701446533,0.7367001175880432,0.4711771011352539,0.20837141573429108,0.9947242140769958,1.0141388177871704,0.6027807593345642,-1.300199031829834,0.8250278830528259,0.5329806804656982,0.7102437615394592,-0.2799869477748871,0.4483466148376465,0.7438045144081116,0.827392578125,-0.3730435371398926,0.3158800005912781,0.5601659417152405,0.7901557683944702,0.8189194798469543,0.07150520384311676,0.7401914596557617,0.8373723030090332,-0.2501896023750305,0.3552175760269165,0.6043041944503784,0.7804622650146484,0.9500239491462708,0.11515586078166962,0.5888572931289673,0.9641187191009521,-0.22995533049106598,0.2670549154281616,0.45056793093681335,0.9262113571166992,1.074113130569458,0.07585020363330841
